Column1.id_opd;Column1.opd;Column1.id_layanan;Column1.layanan
23;Dinas Perindustrian dan Perdagangan;1427;Pameran Produk Unggulan Daerah
23;Dinas Perindustrian dan Perdagangan;1431;Pelaksanaan Stock Opname
23;Dinas Perindustrian dan Perdagangan;1428;Pelatihan Keterampilan Tingkat Lanjutan
23;Dinas Perindustrian dan Perdagangan;1423;Pelatihan Sumber Daya Manusia Industri
23;Dinas Perindustrian dan Perdagangan;1462;Pelayanan Surat Masuk dan Surat Keluar
23;Dinas Perindustrian dan Perdagangan;495;Pelayanan Tera/Tera Ulang
23;Dinas Perindustrian dan Perdagangan;1434;Pembayaran Produk Mitra P3UD
23;Dinas Perindustrian dan Perdagangan;1430;Pendaftaran Mitra
23;Dinas Perindustrian dan Perdagangan;1420;Penerbitan Surat Rekomendasi Izin Pemakaian Tempat Usaha (SIPTU)
23;Dinas Perindustrian dan Perdagangan;1418;Penerbitan Surat Rekomendasi Izin Usaha Pengelolaan Pasar Tradisional (IUPPT)
23;Dinas Perindustrian dan Perdagangan;1421;Penerbitan Surat Rekomendasi Izin Waralaba
23;Dinas Perindustrian dan Perdagangan;1433;Penerimaan Produk Masuk Mitra P3UD
23;Dinas Perindustrian dan Perdagangan;1422;Promosi Produk Lokal
23;Dinas Perindustrian dan Perdagangan;1425;Registrasi Akun SIINas dan Pengisian Data Usaha
23;Dinas Perindustrian dan Perdagangan;1415;Rekomendasi Distributor LPG 3 Kg Bersubsidi
23;Dinas Perindustrian dan Perdagangan;1413;Rekomendasi Distributor Pupuk Bersubsidi
23;Dinas Perindustrian dan Perdagangan;1429;Standar Pelayanan P3UD
23;Dinas Perindustrian dan Perdagangan;1419;Verifikasi Tanda Daftar Gudang (TDG)
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;556;FASILITAS APLIKASI UNTUK OPD 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;557;PELAYANAN CALL CENTER 112 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;497;PELAYANAN JARINGAN INTERNET
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;498;PELAYANAN PPID  
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;381;Pelayanan Radio DSB
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;1461;PELAYANAN SP4N LAPOR 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;504;PELAYANAN SPBE (SISTEM PEMERINTAHAN BERBASIS ELEKTRONIK) 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;553;PELAYANAN TALKSHOW
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;554;PEMBUATAN AKUN EMAIL
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;543;PEMBUATAN TANDA TANGAN ELEKTRONIK
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;546;PEMBUATAN VPS DI SERVER 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;544;PENAYANGAN VIDEO/KONTEN VIDEOTRON
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;555;PENYELENGGARAAN VIDEO CONFRENCE
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;547;PERMINTAAN DATA STATISTIK SEKTORAL 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;1460;PODCAST CAKEP DI BALKON 
24;Dinas Komunikasi, Informatika, Statistik dan Persandian;545;REKAMAN CCTV
25;Dinas Pemadam Kebakaran dan Penyelamatan;28;Pelayanan Kunjungan Edukasi Siswa
25;Dinas Pemadam Kebakaran dan Penyelamatan;25;Pelayanan Pemadam Kebakaran
25;Dinas Pemadam Kebakaran dan Penyelamatan;24;Pelayanan Penggunaan Unit Pemadam Kebakaran Kegiatan Non Kebakaran Non Komersil
25;Dinas Pemadam Kebakaran dan Penyelamatan;1400;Pelayanan Penggunaan Unit Pemadam Kebakaran pada Kegiatan Bencana Non Kebakaran 
25;Dinas Pemadam Kebakaran dan Penyelamatan;1398;Pelayanan Penyelamatan dan Evakuasi Kebakaran
25;Dinas Pemadam Kebakaran dan Penyelamatan;26;Pelayanan Penyelamatan dan Evakuasi Non Kebakaran ( Animal Rescue )
25;Dinas Pemadam Kebakaran dan Penyelamatan;1399;Pelayanan Penyelamatan dan Evakuasi Non Kebakaran ( Human Rescue ) 
25;Dinas Pemadam Kebakaran dan Penyelamatan;27;Pelayanan Surat Keterangan Alat Proteksi Pemadam Kebakaran terhadap Bangunan dan Gedung
26;Badan Perencanaan Pembangunan Daerah, Penelitian dan Pengembangan;132;Asistensi Perencanaan
26;Badan Perencanaan Pembangunan Daerah, Penelitian dan Pengembangan;383;konsultasi
26;Badan Perencanaan Pembangunan Daerah, Penelitian dan Pengembangan;134;Permintaan Data
26;Badan Perencanaan Pembangunan Daerah, Penelitian dan Pengembangan;133;Rekomendasi Izin Penelitan
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;375;Kenaikan Pangkat
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;433;Pelayanan Cuti PNS
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;436;Pelayanan Gaji Berkala 
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;432;Pelayanan Ijin Belajar PNS / Tugas Belajar PNS
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;435;Pelayanan Mutasi PNS
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;437;Pelayanan Penerbitan Karsu dan Karis
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;434;Pelayanan Pensiun PNS
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;1703;Pelayanan Penyaluran Dana Sosial ASN
27;Badan Kepegawaian dan Pengembangan Sumber Daya Manusia;1702;Pelayanan Peremajaan Data ASN
28;Badan Keuangan dan Aset Daerah;462;Pelayanan Asistensi Penyusunan Dokumen Pelaksanaan Anggaran dan Perubahan Dokumen Pelaksanaan Anggaran (DPA/DPPA SKPD)
28;Badan Keuangan dan Aset Daerah;461;Pelayanan Asistensi Penyusunan Rencana Kerja dan Anggaran (RKA SKPD)
28;Badan Keuangan dan Aset Daerah;468;Pelayanan Pendampingan Penginputan Saldo Awal
28;Badan Keuangan dan Aset Daerah;466;Pelayanan Pendampingan Penyusunan Laporan Keuangan
28;Badan Keuangan dan Aset Daerah;467;Pelayanan Pendampingan Penyusunan Laporan Keuangan Semester
28;Badan Keuangan dan Aset Daerah;472;Pelayanan Pendampingan Penyusunan Standar Satuan Harga Barang dan Jasa
28;Badan Keuangan dan Aset Daerah;380;Pelayanan Penerbitan Surat Keterangan Pemberhentian Pembayaran (SKPP)
28;Badan Keuangan dan Aset Daerah;463;Pelayanan Penerbitan Surat Penyediaan Dana (SPD)
28;Badan Keuangan dan Aset Daerah;464;Pelayanan Penerbitan Surat Perintah Pencairan Dana (SP2D)
28;Badan Keuangan dan Aset Daerah;471;Pelayanan penertiban administrasi Aset Tanah Pemkab untuk dilakukan Pensertifikatan Tanah Pemkab
28;Badan Keuangan dan Aset Daerah;469;Pelayanan Penyusunan Peraturan Daerah dan Peraturan Bupati tentang Pertanggungjawaban Pelaksanaan APBD
28;Badan Keuangan dan Aset Daerah;465;Pelayanan Verifikasi Gaji Bulanan
28;Badan Keuangan dan Aset Daerah;470;Pelayanan Verifikasi Laporan Inventaris Barang Milik Daerah
29;Badan Pendapatan Daerah;384;Pembayaran BPHTB
29;Badan Pendapatan Daerah;422;Pembayaran Pajak Air Tanah
29;Badan Pendapatan Daerah;421;Pembayaran Pajak Galian C
29;Badan Pendapatan Daerah;418;Pembayaran Pajak Hiburan
29;Badan Pendapatan Daerah;417;Pembayaran Pajak Hotel
29;Badan Pendapatan Daerah;419;Pembayaran Pajak Parkir
29;Badan Pendapatan Daerah;424;Pembayaran Pajak Penerangan Jalan
29;Badan Pendapatan Daerah;423;Pembayaran Pajak Reklame
29;Badan Pendapatan Daerah;416;Pembayaran Pajak Restoran
29;Badan Pendapatan Daerah;420;Pembayaran Pajak Sarang Burung Walet
29;Badan Pendapatan Daerah;379;Pembayaran PBB
30;Badan Kesatuan Bangsa dan Politik;372;Surat Keterangan Keberadaan/Terdaftar Ormas/LSM
30;Badan Kesatuan Bangsa dan Politik;374;Surat Rekomendasi Riset / Praktek Kerja Lapangan (PKL)
31;Badan Penanggulangan Bencana Daerah;1409;"Pelayanan	Pendistribusian Logistik terhadap masyarakat yang terdampak bencana"
31;Badan Penanggulangan Bencana Daerah;1410;Pelayanan Informasi Dan Pusdalops- PB (Pusat Pengendalian Operasi Penanggulangan Bencana)
31;Badan Penanggulangan Bencana Daerah;1407;Pelayanan Monitoring Dan Evaluasi Risiko (Mitigasi Rawan Bencana)
31;Badan Penanggulangan Bencana Daerah;492;Pelayanan Penanganan Kebencanaan
31;Badan Penanggulangan Bencana Daerah;1408;Pelayanan peningkatan kapasitas dan pelatihan masyarakat (sosialisasi, komunikasi, informasi dan edukasi)
31;Badan Penanggulangan Bencana Daerah;1411;Pelayanan Rehabilitasi dan Rekonstruksi Pasca Bencana
32;RSUD Drs. H. Amri Tambunan;479;HEMODIALISA
32;RSUD Drs. H. Amri Tambunan;480;INSTALASI GAWAT DARURAT
32;RSUD Drs. H. Amri Tambunan;478;MEDICAL CHECK UP
32;RSUD Drs. H. Amri Tambunan;23;RAWAT INAP
32;RSUD Drs. H. Amri Tambunan;22;RAWAT JALAN
32;RSUD Drs. H. Amri Tambunan;481;REHABILITASI MEDIK
33;Bagian Tata Pemerintahan;352;Aplikasi Sistem Administrasi Pelayanan Perjalanan Dinas Luar Negeri bagi Kepala Daerah, Wakil Kepala Daerah, Anggota DPRD dan ASN di lingkungan Pemerintahan Kabupaten Daerah (SIUPDLN)
33;Bagian Tata Pemerintahan;349;Fasilitasi pelaksanaan kegiatan Evaluasi Kinerja Kecamatan
33;Bagian Tata Pemerintahan;392;Fasilitasi pelaksanaan kerjasama daerah
33;Bagian Tata Pemerintahan;346;Fasilitasi pengecekan Surat Keterangan Tanah (SKT)
33;Bagian Tata Pemerintahan;350;Fasilitasi penyelesaian sengketa tanah
33;Bagian Tata Pemerintahan;347;Fasilitasi penyusunan dokumen LPPD Kabupaten Deli Serdang
33;Bagian Tata Pemerintahan;348;Fasilitasi penyusunan dokumen SPM Kabupaten Deli Serdang
33;Bagian Tata Pemerintahan;351;Fasilitasi proses Penggantian Antar Waktu (PAW) anggota DPRD Kabupaten Deli Serdang
34;Bagian Kesejahteraan Rakyat;569;Pelayanan Kegiatan Keagamaan Tingkat Kabupaten
34;Bagian Kesejahteraan Rakyat;209;Pelayanan Koordinasi/ Konsultasi
34;Bagian Kesejahteraan Rakyat;208;Pelayanan Pemberian Data dan Informasi
34;Bagian Kesejahteraan Rakyat;207;Pelayanan Pemberian Tali Asih
34;Bagian Kesejahteraan Rakyat;206;Verifikasi Proposal Bantuan Hibah dan Administrasi Bantuan Hibah
35;Bagian Hukum;317;Fasilitasi Bantuan Hukum
35;Bagian Hukum;339;Fasilitasi Produk Hukum
35;Bagian Hukum;314;Pengelolaan Data dan Informasi Peraturan Daerah
36;Bagian Perekonomian dan SDA;319;Fasilitasi kegiatan pembinaan BUMD
36;Bagian Perekonomian dan SDA;323;Fasilitasi pelaksanaan kegiatan Sumber Daya Alam
36;Bagian Perekonomian dan SDA;320;Fasilitasi pelaksanaan pengendalian inflasi daerah
36;Bagian Perekonomian dan SDA;321;Fasilitasi pelaksanaan percepatan akses keuangan daerah
37;Bagian Administrasi Pembangunan;1682;PELAYANAN ASISTENSI/VERIFIKASI RENCANA KERJA DAN ANGGARAN (RKA) DAN DOKUMEN PELAKSANAAN ANGGARAN (DPA)
38;Bagian Pengadaan Barang dan Jasa;1699;Layanan Fasilititasi Pengisian Rencana Umum Pengadaan (RUP)  pada Aplikasi SIRUP LKPP
38;Bagian Pengadaan Barang dan Jasa;1696;Layanan Pembuatan ID INAPROC Pengguna Anggaran (PA) dan Pejabat Pembuat Komitmen (PPK) di Perangkat Daerah
38;Bagian Pengadaan Barang dan Jasa;318;Layanan Pembuatan ID LPSE Pelaku Usaha
38;Bagian Pengadaan Barang dan Jasa;1695;Layanan Pembuatan ID LPSE Pengguna Anggaran (PA) dan Pejabat Pembuat Komitmen (PPK) di Perangkat Daerah
38;Bagian Pengadaan Barang dan Jasa;1697;Layanan Permasalahan/ gangguan ID LPSE Pelaku Usaha
38;Bagian Pengadaan Barang dan Jasa;1701;Layanan Proses Pemelihan Penyedia Metode Pengadaan  Langsung transaksional (E-PL) Pengadaan Barang/Jasa
38;Bagian Pengadaan Barang dan Jasa;1700;Layanan Proses Persiapan Pengadaan Metode Pengadaan  Langsung transaksional (E-PL) Pengadaan Barang/Jasa 
38;Bagian Pengadaan Barang dan Jasa;1698;Layanan Proses Persiapan Pengadaan Metode Tender/ Seleksi Pengadaan Barang/Jasa
39;Bagian Umum;313;Pelayanan Administrasi Kepegawaian Dilingkungan Sekretariat Daerah Kabupaten Deli Serdang
39;Bagian Umum;329;Pelayanan Jasa Surat Menyurat Kabupaten Deli Serdang
40;Bagian Organisasi;1;Fasilitasi Kelembagaan Perangkat Daerah
40;Bagian Organisasi;12;Fasilitasi Pelaksanaan Forum Konsultasi Publik (FKP)
40;Bagian Organisasi;13;Fasilitasi Pelaksanaan Inovasi Pelayanan Publik
40;Bagian Organisasi;15;Fasilitasi Pelaksanaan Sistem Akuntabilitas Kinerja Instasnsi Pemerintah (SAKIP)
40;Bagian Organisasi;8;Fasilitasi Pelaksanaan Sistem Kerja
40;Bagian Organisasi;7;Fasilitasi Penerapan Pakaian Dinas
40;Bagian Organisasi;6;Fasilitasi Penerapan Tata Naskah Dinas
40;Bagian Organisasi;523;Fasilitasi Penggunaan Aplikasi PAKDe
40;Bagian Organisasi;524;Fasilitasi Penggunaan Aplikasi Sukma Deli
40;Bagian Organisasi;2;Fasilitasi Penyusunan Analisis Jabatan, Analisis Beban Kerja dan Evaluasi Jabatan
40;Bagian Organisasi;18;Fasilitasi Penyusunan Indikator Kinerja Utama (IKU)
40;Bagian Organisasi;16;Fasilitasi Penyusunan Laporan Kinerja Instansi Pemerintah (LKIP) Kabupaten dan Perangkat Daerah
40;Bagian Organisasi;17;Fasilitasi Penyusunan Perjanjian  Kinerja  (PK) Perangkat Daerah
40;Bagian Organisasi;4;Fasilitasi Penyusunan Profil Kelembagaan Perangkat Daerah
40;Bagian Organisasi;11;Fasilitasi Penyusunan Standar Kepuasan Masyarakat (SKM)
40;Bagian Organisasi;3;Fasilitasi Penyusunan Standar Kompetisi Jabatan
40;Bagian Organisasi;10;Fasilitasi Penyusunan Standar Operasional Prosedur (SOP)
40;Bagian Organisasi;9;Fasilitasi Penyusunan Standar Pelayanan (SP)
40;Bagian Organisasi;14;Penyajian Data terkait Ketatalaksanaan dan Pelayanan Publik
40;Bagian Organisasi;19;Penyajian Data terkait Kinerja dan Reformasi Birokrasi
40;Bagian Organisasi;5;Penyajian Data terkait Pelayanan Publik dan Tatalaksana
41;Bagian Protokol dan Komunikasi Pimpinan;316;Memfasilitasi Keprotokolan Kegiatan Kepala Daerah dan Wakil Kepala Daerah
41;Bagian Protokol dan Komunikasi Pimpinan;309;Mendokumentasikan Kegiatan Kepala Daerah dan Wakil Kepala Daerah
41;Bagian Protokol dan Komunikasi Pimpinan;315;Menyusun  Naskah Pidato Kepala Daerah dan Wakil Kepala Daerah
42;Bagian Perencanaan dan Keuangan;410;1. Meneliti Kelengkapan SPP-UP,SPP-GU,SPP-TU dan SPP-LS gaji dan tunjangan PNS
42;Bagian Perencanaan dan Keuangan;411;2. Melakukan Verivikasi SPP dan Menyiapkan SPM
42;Bagian Perencanaan dan Keuangan;564;3. Melakukan Penyusunan RENSTRA Sekretariat Daerah
42;Bagian Perencanaan dan Keuangan;565;4. Melakukan Penyusunan Dokumen RENJA Sekretariat Daerah 
42;Bagian Perencanaan dan Keuangan;566;5. Menyusun Bahan Laporan Kinerja Instansi Pemerintah (LKIP) Sekretariat Daerah 
42;Bagian Perencanaan dan Keuangan;567;6. Menyusun Bahan Evaluasi Renja Sekretariat Daerah Kabupaten. Deli Serdang
42;Bagian Perencanaan dan Keuangan;568;7. Menyusun Bahan Laporan SPIP Sekretariat Daerah 
43;Kecamatan STM Hulu;580;Pelayanan Akta Kelahiran
43;Kecamatan STM Hulu;581;Pelayanan Akta Kematian
43;Kecamatan STM Hulu;583;Pelayanan Akta Perceraian
43;Kecamatan STM Hulu;582;Pelayanan Akta Perkawinan
43;Kecamatan STM Hulu;585;Pelayanan Identitas Kependudukan Digital (IKD) 
43;Kecamatan STM Hulu;574;Pelayanan Kartu Keluarga Bagi Penduduk WNI
43;Kecamatan STM Hulu;576;Pelayanan KIA (Kartu Identitas Anak) Penduduk WNI
43;Kecamatan STM Hulu;575;Pelayanan KTP-El Bagi Penduduk WNI
43;Kecamatan STM Hulu;586;Pelayanan Online Data
43;Kecamatan STM Hulu;584;Pelayanan Penerbitan Nomor Induk Berusaha (NIB) 
43;Kecamatan STM Hulu;577;Pelayanan Surat Pindah Antar Desa/Kelurahan Bagi Penduduk WNI
43;Kecamatan STM Hulu;579;Pelayanan Surat Pindah antar Kabupaten dan Provinsi Bagi Penduduk WNI
43;Kecamatan STM Hulu;578;Pelayanan Surat Pindah Antar Kecamatan Bagi Penduduk WNI
43;Kecamatan STM Hulu;570;Penerbitan Surat Ahli Waris
43;Kecamatan STM Hulu;573;Penerbitan Surat Keterangan Domisili Usaha (IUMK) 
43;Kecamatan STM Hulu;572;Penerbitan Surat Keterangan Tidak Mampu
43;Kecamatan STM Hulu;571;Penerbitan Surat Tanah
44;Kecamatan STM Hilir;213;Pelayanan Akta Kelahiran
44;Kecamatan STM Hilir;212;Pelayanan Akta Kematian
44;Kecamatan STM Hilir;210;Pelayanan Akta Perceraian
44;Kecamatan STM Hilir;211;Pelayanan Akta Perkawinan
44;Kecamatan STM Hilir;219;Pelayanan Kartu Keluarga Bagi Penduduk WNI
44;Kecamatan STM Hilir;217;Pelayanan KIA (Kartu Identitas Anak) Bagi Penduduk WNI
44;Kecamatan STM Hilir;218;Pelayanan KTP-el Bagi Penduduk WNI
44;Kecamatan STM Hilir;216;Pelayanan Surat Pindah Antar Desa/Kelurahan Bagi Penduduk WNI
44;Kecamatan STM Hilir;214;Pelayanan Surat Pindah Antar Kabupaten dan Provinsi Bagi Penduduk WNI
44;Kecamatan STM Hilir;215;Pelayanan Surat Pindah Antar Kecamatan Bagi Penduduk WNI
44;Kecamatan STM Hilir;473;Penerbitan Surat Ahli Waris
44;Kecamatan STM Hilir;220;Penerbitan Surat Keterangan Domisili Usaha (IUMK)
44;Kecamatan STM Hilir;221;Penerbitan Surat Keterangan Tidak Mampu
44;Kecamatan STM Hilir;225;Penerbitan Surat Tanah
45;Kecamatan Pantai Labu;1356;Izin penggunaan fasilitas umum (aset daerah yang dikelola kecamatan)
45;Kecamatan Pantai Labu;560;Pelayanan  aktivasi Identitas Kependudukan Digital (IKD)
45;Kecamatan Pantai Labu;561;Pelayanan dan Penerbitan Akta Kelahiran Anak usia 0-17 tahun
45;Kecamatan Pantai Labu;562;Pelayanan dan Penerbitan Akta Kematian (maksimal 3 [tiga] tahun dari tanggal kematian)
45;Kecamatan Pantai Labu;1355;Pelayanan dan Penerbitan Kartu Identitas Anak (KIA) bagi penduduk WNI
45;Kecamatan Pantai Labu;400;Pelayanan dan Penerbitan Kartu Keluarga bagi Penduduk WNI
45;Kecamatan Pantai Labu;1353;Pelayanan dan Penerbitan KTP-el hilang dan rusak bagi Penduduk WNI
45;Kecamatan Pantai Labu;401;Pelayanan dan Penerbitan KTP-el Pemula bagi Penduduk WNI
45;Kecamatan Pantai Labu;1354;Pelayanan Online Data
45;Kecamatan Pantai Labu;402;Pelayanan Surat Pindah antar desa/kelurahan dalam satu kecamatan bagi penduduk WNI
45;Kecamatan Pantai Labu;1362;Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui sistem Seri Deli
45;Kecamatan Pantai Labu;1361;Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK)
45;Kecamatan Pantai Labu;1363;Pendampingan Pembuatan Email dan Akun Simbg
45;Kecamatan Pantai Labu;1364;Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG) melalui http://simbg.pu.go.id
45;Kecamatan Pantai Labu;1360;Penerbitan Surat Keterangan Domisili Usaha
45;Kecamatan Pantai Labu;403;Penerbitan Surat Pindah antar Kecamatan
45;Kecamatan Pantai Labu;1370;Permohonan keberatan PBB
45;Kecamatan Pantai Labu;1366;Permohonan Mutasi PBB
45;Kecamatan Pantai Labu;1367;Permohonan pembetulan/pembatalan PBB
45;Kecamatan Pantai Labu;1365;Permohonan Pendaftaran Baru PBB
45;Kecamatan Pantai Labu;1373;Permohonan pengembalian kelebihan pembayaran PBB
45;Kecamatan Pantai Labu;1371;Permohonan penghapusan/pengurangan sanksi administrasi/denda PBB
45;Kecamatan Pantai Labu;1372;Permohonan pengurangan ketetapan PBB
45;Kecamatan Pantai Labu;1368;Permohonan salinan SPPT PBB
45;Kecamatan Pantai Labu;1369;Permohonan surat keterangan NJOP PBB
45;Kecamatan Pantai Labu;1358;Rekomendasi izin kegiatan sosial dan/atau komersial didalam gedung dan/atau di tempat terbuka dalam wilayah kecamatan
45;Kecamatan Pantai Labu;1359;Rekomendasi pemanfaatan penggunaan jalan kabupaten untuk kegiatan sosial dan/atau komersial tidak lebih dari 1 (satu) hari
45;Kecamatan Pantai Labu;1357;Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A)
45;Kecamatan Pantai Labu;233;Surat Izin Penggunaan Fasilitas Umum
45;Kecamatan Pantai Labu;399;Surat keterangan domisili usaha
45;Kecamatan Pantai Labu;398;Surat Keterangan tidak mampu
45;Kecamatan Pantai Labu;396;Surat Rekomendasi izin kegiatan sosial dan / atau komersial
45;Kecamatan Pantai Labu;397;Surat Rekomendasi pemanfaatan penggunaan jalan.
46;Kecamatan Beringin;412;1. Pelayanan Kartu Keluarga bagi penduduk WNI
46;Kecamatan Beringin;732;10. Pelayanan Surat Pindah Antar Kecamatan
46;Kecamatan Beringin;733;11. Izin Penggunaan Fasilitas Umum (aset daerah yang dikelola kecamatan)
46;Kecamatan Beringin;734;12. Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A)
46;Kecamatan Beringin;735;13. Rekomendasi izin kegiatan sosial dan/atau komersial di dalam gedung dan /atau di tempat terbuka dalam wilayah kecamatan
46;Kecamatan Beringin;736;14. Rekomendasi pemanfaatan penggunaan jalan Kabupaten untuk kegiatan sosial dan/atau komersial tidak lebih 1 (satu) hari
46;Kecamatan Beringin;737;15. Penerbitan Surat Keterangan Domisili Usaha
46;Kecamatan Beringin;591;"16.	Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK);"
46;Kecamatan Beringin;738;17. Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui sistem Seri Deli
46;Kecamatan Beringin;739;18. Pendampingan Pembuatan Email dan akun Simbg
46;Kecamatan Beringin;740;19. Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG) melalui http:/simbg.pu.go.id
46;Kecamatan Beringin;729;2. Pelayanan Penerbitan KTP-el Pemula bagi Penduduk WNI
46;Kecamatan Beringin;741;20. Permohonan Pendaftaran Baru PBB
46;Kecamatan Beringin;742;21. Permohonan mutasi PBB
46;Kecamatan Beringin;743;22. Permohonan pembetulan/pembatalan PBB
46;Kecamatan Beringin;744;23. Permohonan salinan SPPT PBB
46;Kecamatan Beringin;745;24. Permohonan surat keterangan NJOP PBB
46;Kecamatan Beringin;746;25. Permohonan keberatan PBB
46;Kecamatan Beringin;747;26. Permohonan penghapusan/pengurangan sanksi administrasi/denda PBB
46;Kecamatan Beringin;748;27. Permohonan Pengurangan ketetapan PBB
46;Kecamatan Beringin;749;28. Permohonan Pembayaran angsuran PBB
46;Kecamatan Beringin;750;29. Permohonan pengembalian kelebihan pembayaran PBB
46;Kecamatan Beringin;730;3. Pelayanan dan Penerbitan KTP-el hilang dan rusak bagi Penduduk WNI
46;Kecamatan Beringin;589;"4.	Pelayanan  aktivasi Identitas Kependudukan Digital (IKD);"
46;Kecamatan Beringin;731;5. Pelayanan Online Data
46;Kecamatan Beringin;590;"6.	Pelayanan dan Penerbitan Kartu Identitas Anak (KIA) bagi penduduk WNI;"
46;Kecamatan Beringin;587;"7.	Pelayanan dan Penerbitan Akta Kelahiran Anak usia 0-17 tahun;"
46;Kecamatan Beringin;588;"8.	Pelayanan dan Penerbitan Akta Kematian (maksimal 3 [tiga] tahun dari tanggal kematian);"
46;Kecamatan Beringin;415;9. Pelayanan surat pindah antar desa/Kelurahan bagi penduduk WNI
47;Kecamatan Bangun Purba;710;IZIN PENGGUNAAN FASILITAS UMUM ( ASET DAERAH YANG DI KELOLA KECAMATAN)
47;Kecamatan Bangun Purba;127;PELAYANAN AKTIVASI IDENTITAS KEPENDUDUKAN DIGITAL  (IKD)
47;Kecamatan Bangun Purba;707;PELAYANAN DAN PENERBITAN AKTA KEMATIAN (MAKSIMAL 3 TAHUN DARI TANGGAL KEMATIAN)
47;Kecamatan Bangun Purba;706;PELAYANAN DAN PENERBITAN AKTE LAHIR ANAK USIA 0-17 TAHUN
47;Kecamatan Bangun Purba;131;PELAYANAN DAN PENERBITAN KARTU KELUARGA BAGI PENDUDUK WNI
47;Kecamatan Bangun Purba;128;PELAYANAN DAN PENGAJUAN KTP-EL HILANG DAN RUSAK BAGI PENDUDUK WNI
47;Kecamatan Bangun Purba;129;PELAYANAN DAN PENGAJUAN KTP-EL PEMULA BAGI PENDUDUK WNI
47;Kecamatan Bangun Purba;705;PELAYANAN DAN PENGAJUAN PENERBITAN KARTU IDENTITAS ANAK (KIA) BAGI PENDUDUK WNI
47;Kecamatan Bangun Purba;704;PELAYANAN ONLINE DATA
47;Kecamatan Bangun Purba;708;PELAYANAN SURAT PINDAH ANTAR DESA DALAM SATU KECAMATAN BAGI PENDUDUK WNI
47;Kecamatan Bangun Purba;716;PENDAMPINGAN PELAYANAN PENDAFTARAN PERIZINAN DAN NON PERIZINAN MELALUI SISTEM SERI DELI
47;Kecamatan Bangun Purba;715;PENDAMPINGAN PELAYANAN PERIZINAN BERUSAHA UNTUK PENERBITAN NOMOR INDUK BERUSAHA (NIB) MELALUI SISTEM OSS  BERBASIS RESIKO KEPADA PELAKU USAHA MIKRO KECIL (UMK)
47;Kecamatan Bangun Purba;717;PENDAMPINGAN PEMBUATAN EMAIL DAN AKUN SIMBG
47;Kecamatan Bangun Purba;718;PENDAMPINGAN PENDAFTARAN PERSETUJUAN BANGUNAN GEDUNG (PBG) MELALUI http://simbg.pu.go.id
47;Kecamatan Bangun Purba;714;PENERBITAN SURAT KETERANGAN DOMISILI USAHA
47;Kecamatan Bangun Purba;709;PENERBITAN SURAT PINDAH ANTAR KECAMATAN
47;Kecamatan Bangun Purba;724;PENGANTAR PERMOHONAN KEBERATAN PBB
47;Kecamatan Bangun Purba;720;PENGANTAR PERMOHONAN MUTASI PBB
47;Kecamatan Bangun Purba;721;PENGANTAR PERMOHONAN PEMBETULAN / PEMABATALAN PBB
47;Kecamatan Bangun Purba;728;PENGANTAR PERMOHONAN PENGEMBALIAN KELEBIHAN PEMBAYARAN PBB
47;Kecamatan Bangun Purba;726;PENGANTAR PERMOHONAN PENGURANGAN KETETAPAN PBB
47;Kecamatan Bangun Purba;722;PENGANTAR PERMOHONAN SALINAN SPPT PBB
